r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,X,Y,Z
-73,-70,-80,-72,-84,-79,,-86,-87,,,-78,-83,-64,,-82,,,,,,,,,,,,4.4,1.6,0
-73,-70,-80,-72,-84,-79,,-86,-87,,,,-83,-64,,-82,,,,,,,,,,,,4.4,1.6,0
,-62,,,,,,,,,,-69,,-64,,-84,,,,,,,,,,,,30.4,8.8,0
,-62,,,,,,,,,,-69,,-64,,-84,,,,,,,,,,,,30.4,8.8,0
,-62,,,,,,,,,,-69,,-64,,-84,,,,,,,,,,,,30.4,8.8,0
,-62,,,,,,,,,,-71,,-64,-83,-84,-70,,,,,,,,,,,30.4,8.8,0
,-62,,,,,,,,,,-71,,-64,-83,-84,-70,,,,,,,,,,,30.4,8.8,0
,-62,,,,,,,,,,-71,,,-83,,-70,,,,,,,,,,,30.4,8.8,0
,-61,,,-80,,-78,-88,,,,-71,,-59,-83,-80,-70,-84,,,,,,,,,,30.4,8.8,0
,-61,,,-80,,-78,-88,,,,-71,,-59,-83,-80,-70,-84,,,,,,,,,,30.4,8.8,0
,-61,,,-80,,-78,-88,,,,,,-59,,-80,,-84,,,,,,,,,,30.4,8.8,0
-71,-57,-75,-64,-78,,-78,-88,,,,-80,,-62,,-80,,-76,,,,,,,,,,30.4,8.8,0
-71,-57,-75,-64,-78,,-78,-88,,,,-80,,-62,,-80,,-76,,,,,,,,,,30.4,8.8,0
-71,-57,-75,-64,-78,,,,,,,-80,,-62,,,,-76,,,,,,,,,,30.4,8.8,0
-71,-57,-75,-64,-76,-80,,,,,-71,-79,,-62,,-82,,-76,,,,,,,,,,30.4,8.8,0
-71,-57,-75,-64,-76,-80,,,,,-71,-79,,-62,,-82,,-76,,,,,,,,,,30.4,8.8,0
,,,,-76,-80,,,,,-71,-79,,,,-82,,,,,,,,,,,,30.4,8.8,0
,-66,-72,,-78,-80,,,,,-71,-79,,,-82,-82,,,,,,,,,,,,30.4,8.8,0
,-66,-72,,-78,-80,,,,,-71,-79,,,-82,-82,,,,,,,,,,,,30.4,8.8,0
,-66,-72,,-78,,,,,,,-79,,,-82,,,,,,,,,,,,,30.4,8.8,0
,-62,-73,,-78,,,,,,,-79,,,-82,-86,,,,,,,,,,,,30.4,8.8,0
,-62,-73,,-78,,,,,,,-79,,,-82,-86,,,,,,,,,,,,30.4,8.8,0
,-62,-73,,,,,,,,,-79,,,,-86,,,,,,,,,,,,30.4,8.8,0
,-61,-73,,-81,-80,-77,,,,,-74,,-65,-70,-80,,,,-85,,,,,,,,30.4,8.8,0
,-61,-73,,-81,-80,-77,,,,,-74,,-65,-70,-80,,,,-85,,,,,,,,30.4,8.8,0
,-61,,,-81,-80,-77,,,,,-74,,-65,-70,-80,,,,-85,,,,,,,,30.4,8.8,0
-73,-61,,,-77,-80,-77,,,,,-74,,-65,-70,-82,,,,-85,,,,,,,,30.4,8.8,0
-73,-61,,,-77,-80,-77,,,,,-74,,-65,-70,-82,,,,-85,,,,,,,,30.4,8.8,0
-73,-61,,,-77,,,,,,,,,,,-82,,,,,,,,,,,,30.4,8.8,0
-73,-58,,,-77,-68,,,,,,-72,,,,-81,,,,,,,,,,,,30.4,8.8,0
-73,-58,,,-77,-68,,,,,,-72,,,,-81,,,,,,,,,,,,30.4,8.8,0
-73,-58,,,-77,-68,,,,,,-72,,,,-81,,,,,,,,,,,,30.4,8.8,0
,-58,,-61,,-82,,,,,,-72,,,,-81,,,,,,,,,,,,30.4,8.8,0
,-58,,-61,,-82,,,,,,-72,,,,-81,,,,,,,,,,,,30.4,8.8,0
,,,-61,,-82,,,,,,-72,,,,,,,,,,,,,,,,30.4,8.8,0
,-59,-71,-61,-82,-82,,,,,,-72,,-64,,,,,,,,,,,,,,30.4,8.8,0
,-59,-71,-61,-82,-82,,,,,,-72,,-64,,,,,,,,,,,,,,30.4,8.8,0
,-59,-71,,-82,,,,,,,,,-64,,,,,,,,,,,,,,30.4,8.8,0
,-59,-73,,-82,,,,,,,-73,,-65,,-86,,,,,,-89,,,,,,30.4,8.8,0
,-59,-73,,-82,,,,,,,-73,,-65,,-86,,,,,,-89,,,,,,30.4,8.8,0
,-59,-73,,,,,,,,,-73,,-65,,-86,,,,,,-89,,,,,,30.4,8.8,0
,-64,-73,,,,,,,,,-71,,-65,,-85,,,,,,-89,,,,,,30.4,8.8,0
,-64,-73,,,,,,,,,-71,,-65,,-85,,,,,,-89,,,,,,30.4,8.8,0
,-64,,,,,,,,,,-71,,,,-85,,,,,,,,,,,,30.4,8.8,0
-76,-64,,-70,,-83,,,,,-67,-71,,-65,,-85,,,,,,,,,,,,30.4,8.8,0
-76,-64,,-70,,-83,,,,,-67,-71,,-65,,-85,,,,,,,,,,,,30.4,8.8,0
-76,,,-70,,-83,,,,,-67,-71,,-65,,,,,,,,,,,,,,30.4,8.8,0
-76,,,-66,,-81,,,,,-61,-72,,-66,-82,-86,,,,,,,,,,,,30.4,8.8,0
-76,,,-66,,-81,,,,,-61,-72,,-66,-82,-86,,,,,,,,,,,,30.4,8.8,0
,,,-66,,-81,,,,,-61,-72,,-66,-82,-86,,,,,,,,,,,,30.4,8.8,0
-77,-58,-74,-66,,-81,,,,,-61,-76,,-62,-82,-86,,,,,,,,,,,,30.4,8.8,0
-77,-58,-74,,,,,,,,,-76,,-62,,,,,,,,,,,,,,30.4,8.8,0
-77,-58,-74,,,,,,,,,-76,,-62,,,,,,,,,,,,,,30.4,8.8,0
-77,-66,-76,,,,,,,,-64,-73,,-62,-77,-78,,,,,,,,,,,,30.4,8.8,0
-77,-66,-76,,,,,,,,-64,-73,,-62,-77,-78,,,,,,,,,,,,30.4,8.8,0
,-66,-76,,,,,,,,-64,-73,,-62,-77,-78,,,,,,,,,,,,30.4,8.8,0
,-58,-76,-66,,,,,,,-64,-73,,-64,-77,-77,,,,,,,,,,,,30.4,8.8,0
,-58,-76,-66,,,,,,,-64,-73,,-64,-77,-77,,,,,,,,,,,,30.4,8.8,0
,-58,,-66,,,,,,,,-73,,-64,,-77,,,,,,,,,,,,30.4,8.8,0
,-58,,-66,,,,,,,-64,-73,,-60,-80,-81,-75,,-86,,,,,,,,,30.4,8.8,0
,-58,,-66,,,,,,,-64,-73,,-60,-80,-81,-75,,-86,,,,,,,,,30.4,8.8,0
,,,,,,,,,,-64,,,-60,-80,-81,-75,,-86,,,,,,,,,30.4,8.8,0
,-68,-77,,,-81,,,,,-65,-68,,-58,-80,-84,-75,-80,-86,,,,,,,,,30.4,8.8,0
,-68,-77,,,-81,,,,,-65,-68,,-58,-80,-84,-75,-80,-86,,,,,,,,,30.4,8.8,0
,-68,-77,,,-81,,,,,-65,-68,,-58,,-84,,-80,,,,,,,,,,30.4,8.8,0
,-68,-77,,,-81,,,,,-69,-68,,-59,-73,-80,,-80,,,,,,,,,,30.4,8.8,0
,-68,-77,,,-81,,,,,-69,-68,,-59,-73,-80,,-80,,,,,,,,,,30.4,8.8,0
,,,,,,,,,,-69,,,-59,-73,-80,,,,,,,,,,,,30.4,8.8,0
-83,,,-78,,,,,,,-67,-69,,-59,-73,-77,-74,,-86,,,,,,,,,30.4,8.8,0
-83,,,-78,,,,,,,-67,-69,,-59,-73,-77,-74,,-86,,,,,,,,,30.4,8.8,0
-83,,,-78,,,,,,,-67,-69,,-59,,-77,-74,,-86,,,,,,,,,30.4,8.8,0
-83,-64,,-70,-85,,,,,,-69,-70,,-59,,-79,-71,,-86,,,,,,,,,30.4,8.8,0
-83,-64,,-70,-85,,,,,,-69,-70,,-59,,-79,-71,,-86,,,,,,,,,30.4,8.8,0
,-64,,-70,-85,,,,,,-69,-70,,-59,,-79,-71,,,,,,,,,,,30.4,8.8,0
,-62,,-70,-85,,,,,,-69,-69,,-59,,-85,-70,,-88,,,,,,,,,30.4,8.8,0
,-62,,-70,-85,,,,,,-69,-69,,-59,,-85,-70,,-88,,,,,,,,,30.4,8.8,0
,-62,,,,,,,,,,-69,,-59,,-85,-70,,-88,,,,,,,,,30.4,8.8,0
,,-74,,,-43,,,,,-85,,-53,,,,-51,,,-60,-60,-75,,,,,-83,30.4,9.6,0
,,-74,,,-43,,,,,-85,,-53,,,,-51,,,-60,-60,-75,,,,,-83,30.4,9.6,0
,,-74,,,-43,,,,,-85,,-53,,,,-51,,,-60,-60,-75,,,,,-83,30.4,9.6,0
,,-74,,,-45,,,,,-85,,-53,,,,-50,,,-65,-58,-81,,,,,-83,30.4,9.6,0
,,-74,,,-45,,,,,-85,,-53,,,,-50,,,-65,-58,-81,,,,,-83,30.4,9.6,0
,,,,,-45,,,,,,,,,,,-50,,,-65,-58,-81,,,,,,30.4,9.6,0
,,,,,-45,,-59,,,,,-53,-84,,,-50,,,-69,-64,-81,,,,,,30.4,9.6,0
,,,,,-45,,-59,,,,,-53,-84,,,-50,,,-69,-64,-81,,,,,,30.4,9.6,0
,,,,,-45,,-59,,,,,-53,-84,,,-50,,,-69,-64,,,,,,,30.4,9.6,0
,,,,,-45,,-58,,,,,-53,-84,,,-50,,,-59,-64,-82,,,,,,30.4,9.6,0
,,,,,-45,,-58,,,,,-53,-84,,,-50,,,-59,-64,-82,,,,,,30.4,9.6,0
,,,,,-45,,-58,,,,,,,,,-50,,,-59,-64,-82,,,,,,30.4,9.6,0
,,,-83,,-44,,-58,,,,,-52,,,,-50,,,-68,-68,-80,,,,,,30.4,9.6,0
,,,-83,,-44,,-58,,,,,-52,,,,-50,,,-68,-68,-80,,,,,,30.4,9.6,0
,,,-83,,-44,,-58,,,,,-52,,,,-50,,,-68,-68,-80,,,,,,30.4,9.6,0
,,,-83,,-44,,-58,,,,,-52,,,,-49,,,-59,-72,-80,,,,,-85,30.4,9.6,0
,,,-83,,-44,,-58,,,,,-52,,,,-49,,,-59,-72,-80,,,,,-85,30.4,9.6,0
,,,,,-44,,-58,,,,,,,,,-49,,,-59,-72,,,,,,-85,30.4,9.6,0
,,,,,-44,,-57,,,,,-56,,,,-57,,,-59,-60,,,,,,-85,30.4,9.6,0
,,,,,-44,,-57,,,,,-56,,,,-57,,,-59,-60,,,,,,-85,30.4,9.6,0
,,,,,-44,,-57,,,,,-56,,,,-57,,,-59,-60,,,,,,,30.4,9.6,0
,,,,,-44,-74,-54,,,,,-56,,,,-56,,,-65,-59,-79,,,,,-86,30.4,9.6,0
,,,,,-44,-74,-54,,,,,-56,,,,-56,,,-65,-59,-79,,,,,-86,30.4,9.6,0
,,,,,-44,-74,-54,,,,,,,,,-56,,,-65,-59,-79,,,,,-86,30.4,9.6,0
,,,,,-50,-74,-59,,,,,-63,,,,-56,,,-68,-58,-79,,,,,-75,30.4,9.6,0
,,,,,-50,-74,-59,,,,,-63,,,,-56,,,-68,-58,-79,,,,,-75,30.4,9.6,0
,,,,,-50,,-59,,,,,-63,,,,-56,,,-68,-58,,,,,,-75,30.4,9.6,0
,,,,,-49,,-59,,,,,-56,,,,-49,,,-68,-66,-79,,,,,-77,30.4,9.6,0
,,,,,-49,,-59,,,,,-56,,,,-49,,,-68,-66,-79,,,,,-77,30.4,9.6,0
,,,,,-49,,,,,,,-56,,,,-49,,,-68,-66,-79,,,,,-77,30.4,9.6,0
,,,,,-48,,-62,,,,,-56,,,,-51,,,-67,-60,-79,,,,,-77,30.4,9.6,0
,,,,,-48,,-62,,,,,-56,,,,-51,,,-67,-60,-79,,,,,-77,30.4,9.6,0
,,,,,-48,,-62,,,,,,,,,-51,,,-67,-60,-79,,,,,,30.4,9.6,0
,,,,,-46,,-61,,,,-75,,,,,-55,,,-66,-63,-83,,,,,,30.4,9.6,0
,,,,,-46,,-61,,,,-75,,,,,-55,,,-66,-63,-83,,,,,,30.4,9.6,0
,,,,,-46,,-61,,,,-75,,,,,-55,,,-66,-63,-83,,,,,,30.4,9.6,0
,,,,,-45,,-61,,,,-76,,,,,-53,-78,,-62,-63,-83,,,,,,30.4,9.6,0
,,,,,-45,,-61,,,,-76,,,,,-53,-78,,-62,-63,-83,,,,,,30.4,9.6,0
,,,,,-45,,,,,,-76,,,,,-53,-78,,-62,-63,,,,,,,30.4,9.6,0
,,,,,-50,,-61,,,,-72,-62,,,,-50,-78,,-67,-59,-72,-78,,,,,30.4,9.6,0
,,,,,-50,,-61,,,,-72,-62,,,,-50,-78,,-67,-59,-72,-78,,,,,30.4,9.6,0
,,,,,-50,,-61,,,,-72,-62,,,,-50,,,-67,-59,-72,-78,,,,,30.4,9.6,0
,,-70,,,-51,,-62,,,,-72,-61,-82,,,-53,,,-66,-59,-72,-78,,,,,30.4,9.6,0
,,-70,,,-51,,-62,,,,-72,-61,-82,,,-53,,,-66,-59,-72,-78,,,,,30.4,9.6,0
,,-70,,,-51,,-62,,,,,-61,-82,,,-53,,,-66,-59,,,,,,,30.4,9.6,0
,,-70,,,-51,,-61,,,,-74,-61,-85,,,-53,-78,,-64,-60,-76,,,,,,30.4,9.6,0
,,-70,,,-51,,-61,,,,-74,-61,-85,,,-53,-78,,-64,-60,-76,,,,,,30.4,9.6,0
,,,,,-51,,-61,,,,-74,,-85,,,-53,-78,,-64,-60,-76,,,,,,30.4,9.6,0
,,,,,-51,,-61,,,,-74,,-85,,,-54,-78,,-68,-61,-76,,,,,,30.4,9.6,0
,,,,,-51,,-61,,,,-74,,-85,,,-54,-78,,-68,-61,-76,,,,,,30.4,9.6,0
,,,,,-51,,,,,,,,,,,-54,,,-68,-61,-76,,,,,,30.4,9.6,0
,,,,,-51,,-63,,,,,,,,,-54,,,-68,-61,-76,,,,,-79,30.4,9.6,0
,,,,,-51,,-63,,,,,,,,,-54,,,-68,-61,-76,,,,,-79,30.4,9.6,0
,,,,,-51,,-63,,,,,,,,,-54,,,-68,-61,,,,,,-79,30.4,9.6,0
,,,,,-51,,-62,,,,,-59,,,,-51,,,-68,-58,-75,,,,,-79,30.4,9.6,0
,,,,,-51,,-62,,,,,-59,,,,-51,,,-68,-58,-75,,,,,-79,30.4,9.6,0
,,,,,-51,,-62,,,,,-59,,,,-51,,,-68,-58,-75,,,,,-79,30.4,9.6,0
,-79,-70,,,-43,,-61,,,,-71,-55,,,,-51,,,-61,-59,-75,,,,,-78,30.4,9.6,0
,-79,-70,,,-43,,-61,,,,-71,-55,,,,-51,,,-61,-59,-75,,,,,-78,30.4,9.6,0
,-79,-70,,,-43,,-61,,,,-71,-55,,,,-51,,,-61,-59,,,,,,-78,30.4,9.6,0
,-79,-70,,,-43,,-64,,,,-71,-52,,,,-57,,,-60,-58,,,,,,-78,30.4,9.6,0
,-79,-70,,,-43,,-64,,,,-71,-52,,,,-57,,,-60,-58,,,,,,-78,30.4,9.6,0
,,,,,-43,,-64,,,,-71,-52,,,,-57,,,-60,-58,,,,,,,30.4,9.6,0
,,,,,-42,,-64,,,,-71,-52,,,,-55,,,-61,-58,-78,,,,,-89,30.4,9.6,0
,,,,,-42,,-64,,,,-71,-52,,,,-55,,,-61,-58,-78,,,,,-89,30.4,9.6,0
,,,,,-42,,-64,,,,,-52,,,,-55,,,-61,-58,-78,,,,,-89,30.4,9.6,0
,,,,,-45,,-64,,,,,-54,,,,-60,-79,,-61,-58,-80,,,,,-86,30.4,9.6,0
,,,,,-45,,-64,,,,,-54,,,,-60,-79,,-61,-58,-80,,,,,-86,30.4,9.6,0
,,,,,-45,,-64,,,,,-54,,,,-60,-79,,-61,-58,-80,,,,,-86,30.4,9.6,0
,,,,,-44,,-64,,,,,-53,,,,-55,-79,,-59,-58,-79,,,,,-86,30.4,9.6,0
,,,,,-44,,-64,,,,,-53,,,,-55,-79,,-59,-58,-79,,,,,-86,30.4,9.6,0
,,,,,-44,,-64,,,,,-53,,,,-55,,,-59,-58,-79,,,,,,30.4,9.6,0
,,-69,,,-41,,-64,,,,-71,-53,,,,-56,,,-62,-62,-79,,,,,,30.4,9.6,0
,,-69,,,-41,,-64,,,,-71,-53,,,,-56,,,-62,-62,-79,,,,,,30.4,9.6,0
,,-69,,,-41,,,,,,-71,-53,,,,-56,,,-62,-62,-79,,,,,,30.4,9.6,0
,-83,-73,,,-42,,-57,,,,,-56,,,,-57,-83,,-57,-52,-73,,,,,,30.4,10.4,0
,-83,-73,,,-42,,-57,,,,,-56,,,,-57,-83,,-57,-52,-73,,,,,,30.4,10.4,0
,-83,-73,,,-42,,-57,,,,,-56,,,,-57,-83,,-57,-52,-73,,,,,,30.4,10.4,0
,-80,-75,-83,,-45,-76,-57,,,,-80,-56,,,,-57,-81,,-56,-58,-73,-81,,,,-80,30.4,10.4,0
,-80,-75,-83,,-45,-76,-57,,,,-80,-56,,,,-57,-81,,-56,-58,-73,-81,,,,-80,30.4,10.4,0
,-80,-75,-83,,-45,-76,-57,,,,-80,-56,,,,-57,-81,,-56,-58,-73,-81,,,,-80,30.4,10.4,0
,-79,-69,-83,,-42,-76,-56,,,,-80,-56,,,,-53,-81,,-57,-57,-74,-81,,,,-80,30.4,10.4,0
,-79,-69,-83,,-42,-76,-56,,,,-80,-56,,,,-53,-81,,-57,-57,-74,-81,,,,-80,30.4,10.4,0
,-79,-69,,,-42,,-56,,,,,-56,,,,-53,,,-57,-57,-74,,,,,,30.4,10.4,0
,-79,-69,,,-43,,-56,,,,,-58,,,,-53,,,-55,-68,-73,,,,,,30.4,10.4,0
,-79,-69,,,-43,,-56,,,,,-58,,,,-53,,,-55,-68,-73,,,,,,30.4,10.4,0
,,-69,,,-43,,-56,,,,,-58,,,,-53,,,-55,-68,-73,,,,,,30.4,10.4,0
,-85,-68,,,-43,,-55,,,,,-57,,,,-54,,,-55,-66,-73,,-79,,,,30.4,10.4,0
,-85,-68,,,-43,,-55,,,,,-57,,,,-54,,,-55,-66,-73,,-79,,,,30.4,10.4,0
,-85,-68,,,-43,,-55,,,,,-57,,,,-54,,,-55,-66,,,-79,,,,30.4,10.4,0
,-81,-70,,,-42,,-55,,,,,-53,,,,-54,-80,,-59,-63,,,-79,,,,30.4,10.4,0
,-81,-70,,,-42,,-55,,,,,-53,,,,-54,-80,,-59,-63,,,-79,,,,30.4,10.4,0
,-81,-70,,,-42,,-55,,,,,-53,,,,-54,-80,,-59,-63,,,,,,,30.4,10.4,0
,-81,-70,,,-48,-77,-54,,,-86,-78,-52,,,,-50,-80,,-63,-55,-71,,,,,-80,30.4,10.4,0
,-81,-70,,,-48,-77,-54,,,-86,-78,-52,,,,-50,-80,,-63,-55,-71,,,,,-80,30.4,10.4,0
,,,,,-48,-77,-54,,,-86,-78,-52,,,,-50,,,-63,-55,-71,,,,,-80,30.4,10.4,0
,,-73,,,-44,-73,-60,,,-87,-78,-58,,-81,,-53,-80,,-59,-54,-71,,,,,-81,30.4,10.4,0
,,-73,,,-44,-73,-60,,,-87,-78,-58,,-81,,-53,-80,,-59,-54,-71,,,,,-81,30.4,10.4,0
,,-73,,,-44,-73,-60,,,-87,-78,-58,,-81,,-53,-80,,-59,-54,,,,,,-81,30.4,10.4,0
,,-73,,,-45,-73,-58,,,-87,-78,-56,,-81,,-53,-80,,-63,-58,,,,,,-81,30.4,10.4,0
,,-73,,,-45,-73,-58,,,-87,-78,-56,,-81,,-53,-80,,-63,-58,,,,,,-81,30.4,10.4,0
,,,,,-45,,-58,,,,,-56,,,,-53,,,-63,-58,,,,,,-81,30.4,10.4,0
,-83,,,,-45,-74,-54,,,,,-57,,,,-54,-86,,-63,-58,,,,,,-81,30.4,10.4,0
,-83,,,,-45,-74,-54,,,,,-57,,,,-54,-86,,-63,-58,,,,,,-81,30.4,10.4,0
,-83,,,,-45,-74,-54,,,,,-57,,,,-54,-86,,-63,-58,,,,,,,30.4,10.4,0
,-83,,,,-42,-77,-59,,,,,-59,,,,-50,-82,,-60,-62,,,,,,-81,30.4,10.4,0
,-83,,,,-42,-77,-59,,,,,-59,,,,-50,-82,,-60,-62,,,,,,-81,30.4,10.4,0
,,,,,-42,-77,-59,,,,,-59,,,,-50,-82,,-60,-62,,,,,,-81,30.4,10.4,0
,,-76,,,-41,-77,-59,,,,-77,-57,,,,-46,-82,,-60,-62,,,,,,-81,30.4,10.4,0
,,-76,,,-41,-77,-59,,,,-77,-57,,,,-46,-82,,-60,-62,,,,,,-81,30.4,10.4,0
,,-76,,,-41,,,,,,-77,-57,,,,-46,,,-60,-62,,,,,,,30.4,10.4,0
,,-70,,,-42,,-59,,,-85,-77,-57,,,,-48,,,-60,-58,-75,,,,,,30.4,10.4,0
,,-70,,,-42,,-59,,,-85,-77,-57,,,,-48,,,-60,-58,-75,,,,,,30.4,10.4,0
,,-70,,,-42,,-59,,,-85,,,,,,-48,,,-60,-58,-75,,,,,,30.4,10.4,0
,,-70,,,-46,,-54,,,-85,,-52,,,,-49,,,-67,-64,-75,,,,,,30.4,10.4,0
,,-70,,,-46,,-54,,,-85,,-52,,,,-49,,,-67,-64,-75,,,,,,30.4,10.4,0
,,,,,-46,,-54,,,,,-52,,,,-49,,,-67,-64,,,,,,,30.4,10.4,0
-85,,,,,-51,-77,-58,,,,,-56,,,,-46,-79,,-64,-59,-74,,,,,,30.4,10.4,0
-85,,,,,-51,-77,-58,,,,,-56,,,,-46,-79,,-64,-59,-74,,,,,,30.4,10.4,0
-85,,,,,-51,-77,-58,,,,,-56,,,,-46,-79,,-64,-59,-74,,,,,,30.4,10.4,0
-85,,-69,,,-50,-77,-60,,,,,-55,,,,-45,-79,,-62,-59,-77,,,,,,30.4,10.4,0
-85,,-69,,,-50,-77,-60,,,,,-55,,,,-45,-79,,-62,-59,-77,,,,,,30.4,10.4,0
,,-69,,,-50,,-60,,,,,-55,,,,-45,,,-62,-59,-77,,,,,,30.4,10.4,0
,,-69,,,-50,-77,-61,,,,,-55,,,,-45,-80,,-70,-59,-77,-76,-80,,,,30.4,10.4,0
,,-69,,,-50,-77,-61,,,,,-55,,,,-45,-80,,-70,-59,-77,-76,-80,,,,30.4,10.4,0
,,,,,-50,-77,-61,,,,,-55,,,,-45,-80,,-70,-59,-77,-76,-80,,,,30.4,10.4,0
,,,,,-50,-77,-57,,,,-74,-55,,,,-45,-75,,-75,-62,-77,-76,-80,,,-83,30.4,10.4,0
,,,,,-50,-77,-57,,,,-74,-55,,,,-45,-75,,-75,-62,-77,-76,-80,,,-83,30.4,10.4,0
,,,,,-50,,-57,,,,-74,,,,,-45,-75,,-75,-62,,,,,,-83,30.4,10.4,0
,-77,-69,,,-49,,-57,,-84,,-74,-54,,,,-46,-75,,-61,-58,,,,,,-83,30.4,10.4,0
,-77,-69,,,-49,,-57,,-84,,-74,-54,,,,-46,-75,,-61,-58,,,,,,-83,30.4,10.4,0
,-77,-69,,,-49,,-57,,-84,,,-54,,,,-46,,,-61,-58,,,,,,,30.4,10.4,0
,-77,-66,,,-50,,-57,,-84,,,-54,,,,-46,,,-60,-67,,-82,,,,-84,30.4,10.4,0
,-77,-66,,,-50,,-57,,-84,,,-54,,,,-46,,,-60,-67,,-82,,,,-84,30.4,10.4,0
,,-66,,,-50,,-57,,,,,-54,,,,-46,,,-60,-67,,-82,,,,-84,30.4,10.4,0
,,-67,,,-50,,-55,,,,,-52,,,,-47,-76,,-60,-61,-73,-82,,,,-84,30.4,10.4,0
,,-67,,,-50,,-55,,,,,-52,,,,-47,-76,,-60,-61,-73,-82,,,,-84,30.4,10.4,0
,,-67,,,-50,,-55,,,,,-52,,,,-47,-76,,-60,-61,-73,,,,,,30.4,10.4,0
,,-67,,,-52,,-56,,-89,-86,,-52,,,,-49,-76,,-58,-61,-76,,,,,,30.4,10.4,0
,,-67,,,-52,,-56,,-89,-86,,-52,,,,-49,-76,,-58,-61,-76,,,,,,30.4,10.4,0
,,,,,-52,,-56,,-89,-86,,-52,,,,-49,-76,,-58,-61,-76,,,,,,30.4,10.4,0
,,-73,,,-46,-70,-54,,-89,-86,-76,-52,,,,-54,-76,,-59,-58,-76,,,,,,30.4,10.4,0
,,-73,,,-46,-70,-54,,-89,-86,-76,-52,,,,-54,-76,,-59,-58,-76,,,,,,30.4,10.4,0
,,-73,,,-46,-70,-54,,,,-76,,,,,-54,,,-59,-58,-76,,,,,,30.4,10.4,0
,,-73,,,-46,-70,-54,,,,-76,-56,,,,-56,-82,,-60,-58,-75,-81,,,,-86,30.4,10.4,0
,,-73,,,-46,-70,-54,,,,-76,-56,,,,-56,-82,,-60,-58,-75,-81,,,,-86,30.4,10.4,0
,,,,,-46,,-54,,,,,-56,,,,-56,-82,,-60,-58,-75,-81,,,,-86,30.4,10.4,0
,-78,,,,-44,,-53,,,,,-55,-88,,,-57,-84,,-58,-57,-75,-81,,,,-86,30.4,10.4,0
,-78,,,,-44,,-53,,,,,-55,-88,,,-57,-84,,-58,-57,-75,-81,,,,-86,30.4,10.4,0
,-78,,,,-44,,-53,,,,,-55,-88,,,-57,-84,,-58,-57,-75,,,,,,30.4,10.4,0
,-78,,,,-41,,-55,,,,-76,-54,,,,-55,,,-61,-58,-76,,,,,-85,30.4,11.2,0
,-78,,,,-41,,-55,,,,-76,-54,,,,-55,,,-61,-58,-76,,,,,-85,30.4,11.2,0
,-78,,,,-41,,-55,,,,-76,-54,,,,-55,,,-61,-58,-76,,,,,-85,30.4,11.2,0
,-78,-65,,,-40,,-55,,,,-77,-57,,,,-54,,,-57,-54,-79,,,,,-84,30.4,11.2,0
,-78,-65,,,-40,,-55,,,,-77,-57,,,,-54,,,-57,-54,-79,,,,,-84,30.4,11.2,0
,,-65,,,-40,,-55,,,,-77,-57,,,,-54,,,-57,-54,-79,,,,,-84,30.4,11.2,0
,,-65,,,-43,,-58,,,,-75,-60,,,,-57,-79,,-61,-54,-78,,,,,-83,30.4,11.2,0
,,-65,,,-43,,-58,,,,-75,-60,,,,-57,-79,,-61,-54,-78,,,,,-83,30.4,11.2,0
,,,,,-43,,-58,,,,-75,-60,,,,-57,-79,,-61,-54,-78,,,,,-83,30.4,11.2,0
,,,,,-41,,-58,,,,-76,-59,,,,-59,-79,,-57,-57,-81,,,,,-83,30.4,11.2,0
,,,,,-41,,-58,,,,-76,-59,,,,-59,-79,,-57,-57,-81,,,,,-83,30.4,11.2,0
,,,,,-41,,-58,,,,-76,-59,,,,-59,,,-57,-57,-81,,,,,,30.4,11.2,0
,,,,,-41,-74,-57,,,,-76,-59,,,,-56,-82,,-53,-59,-81,,,,,,30.4,11.2,0
,,,,,-41,-74,-57,,,,-76,-59,,,,-56,-82,,-53,-59,-81,,,,,,30.4,11.2,0
,,,,,-41,-74,-57,,,,-76,-59,,,,-56,-82,,-53,-59,,,,,,,30.4,11.2,0
,,,,,-41,-74,-56,,,,-78,-61,,,,-56,-80,,-50,-59,,,-82,,,,30.4,11.2,0
,,,,,-41,-74,-56,,,,-78,-61,,,,-56,-80,,-50,-59,,,-82,,,,30.4,11.2,0
,,,,,-41,,-56,,,,-78,-61,,,,-56,-80,,-50,-59,,,-82,,,,30.4,11.2,0
,,,,,-41,,-57,,,,-78,-57,,,,-54,-80,,-50,-61,-77,,-82,,,,30.4,11.2,0
,,,,,-41,,-57,,,,-78,-57,,,,-54,-80,,-50,-61,-77,,-82,,,,30.4,11.2,0
,,,,,-41,,-57,,,,,-57,,,,-54,,,-50,-61,-77,,,,,,30.4,11.2,0
,,-68,,,-39,,-57,,,,-81,-57,,,,-52,,,-55,-60,-76,,-82,,,,30.4,11.2,0
,,-68,,,-39,,-57,,,,-81,-57,,,,-52,,,-55,-60,-76,,-82,,,,30.4,11.2,0
,,-68,,,-39,,-57,,,,-81,-57,,,,-52,,,-55,-60,-76,,-82,,,,30.4,11.2,0
,,-68,,,-46,-77,-62,,,,-79,-54,,,,-51,-78,,-54,-55,-72,,-82,,,,30.4,11.2,0
,,-68,,,-46,-77,-62,,,,-79,-54,,,,-51,-78,,-54,-55,-72,,-82,,,,30.4,11.2,0
